data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,#bergs,#growlers,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments
IOT,1,342,342,N,Ship,Sicilian (SS),Visual,46.2,-53.05,1912,1912,Jan,1/7/12,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1169 Jan 24
IOT,1,343.01,343.01,N,Ship,Lord Dufferin (SS),Visual,49.06666667,-48.76666667,1912,1912,Jan,1/29/12,,Small,,,,x,,,,,,,,,,,,,,,,,,HB 1172 Feb 14: saw very heavy floe ice with several small bergs
IOT,0,343.02,343.02,N,Ship,Lord Dufferin (SS),Visual,47.38333333,-49.06666667,1912,1912,Jan,1/29/12,,Small,,,,,,,,,,,,,,,,,,,,,,HB 1172 Feb 14: saw very heavy floe ice with several small bergs
IOT,1,301.1,301.1,N,Ship,Jungshoved (SS),Visual,48.6,-48.71666667,1912,1912,Jan,1/30/12,,Small,,,,1,,,,,,,30,E,6.1,E,,,,,,,,HB 1173 Feb 21: berg ~100' long & 20' high
IOT,1,301.2,301.2,N,Ship,Jungshoved (SS),Visual,48.6,-48.71666667,1912,1912,Jan,1/30/12,,Small,,,,1,,,,,,,21,E,14,E,,,,,,,,HB 1173 Feb 21: berg ~70' long & 45' high
IOT,1,230,230,N,Miscellaneous,Point Amour,Visual,51.45,-56.86666667,1912,1912,Feb,2/22/12,,Berg,1,,,,,,,,,,,,,,,,,,,,,HH 23/03/1912 p9#3
IOT,1,231,231,N,Miscellaneous,Belle Isle Light Station,Visual,51.95,-55.35,1912,1912,Feb,2/22/12,,Berg,4,,,,,,,,,,,,,,,,,,,,,HH 23/03/1912 p9#3
IOT,1,344,344,N,Ship,Rappahannock (SS),Visual,45.5,-51.83333333,1912,1912,March,3/14/12,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1178 Mar 27: a large berg seen to the eastward. NYMR
IOT,1,345,345,N,Ship,Rappahannock (SS),Visual,46.36666667,-53.53333333,1912,1912,March,3/17/12,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1178 Mar 27: a large berg ~15 miles S of C.Pine. NYMR
IOT,1,346,346,N,Ship,Rappahannock (SS),Visual,46.61666667,-53.41666667,1912,1912,March,3/17/12,,Berg,1,,,,,,,,,Tabular,,,,,,,,,,,,HB 1178 Mar 27: a long low flat berg 5 miles E of C.Pine. NYMR
IOT,1,347,347,N,Ship,Rappahannock (SS),Visual,46.88333333,-52.73333333,1912,1912,March,3/17/12,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1178 Mar 27: a large berg 7 miles E of Renewse [sic]. NYMR
IOT,1,348,348,N,Ship,Rappahannock (SS),Visual,47.01666667,-52.88333333,1912,1912,March,3/17/12,,Large,,,,,,1,,,,,,,,,,,,,,,,"HB 1178 Mar 27: a large berg N of Aquafort Harbour, ashore. NYMR"
IOT,1,349,349,N,Ship,Rappahannock (SS),Visual,47.68333333,-52.75,1912,1912,March,3/17/12,,Large,,,,,,1,,,,,,,,,,,,,,,,"HB 1178 Mar 27: a large berg 4 miles N of St.John's, probably ashore. NYMR"
IOT,1,350,350,N,Ship,Rappahannock (SS),Visual,47.61666667,-52.5,1912,1912,March,3/17/12,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1178 Mar 27: a large berg 10 miles E of St. John's [approximate position calculated]. NYMR
IOT,1,8,8,N,Ship,Kura (SS),Visual,46.53333333,-53.46666667,1912,1912,March,3/20/12,,Large,,,,,,x,,,,,,,,,,,,,,,,NYMR & HB 1180 Apr 10: Continuous ice with occasional bergs of considerable size.
IOT,1,351,351,N,Ship,Rappahannock (SS),Visual,46.93333333,-52.93333333,1912,1912,March,3/20/12,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1179 Apr 3: a large berg ~10 miles off Renewse Harbor
IOT,1,352,352,N,Ship,Rappahannock (SS),Visual,46.78333333,-52.8,1912,1912,March,3/20/12,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1179 Apr 3: a large berg 6 miles off C.Ballard
IOT,1,9,9,N,Ship,Lucigen (SS),Visual,46,-46,1912,1912,March,3/24/12,,Berg,x,,,,,,,,,,,,,,,,,,,,,NYMR & HB 1179 Apr 3: Encountered heavy pack with bergs.
IOT,1,10,10,N,Ship,Brinkburn (SS),Visual,47,-47,1912,1912,March,3/26/12,,Small,,,,x,,,,,,,,,,,,,,,,,,NYMR & HB 1180 Apr 10: Encountered ice and for 100 miles passed field ice and numerous small bergs.
IOT,1,303,303,N,Ship,Lord Cromer (SS),Visual,47.6,-46,1912,1912,March,3/29/12,,Large,,,,,,x,,,,,,,,,,,,,,,,HB 1181 Apr 17: heavy pack ice with large icebergs
IOT,1,320,320,N,Ship,Dunclutha (SS),Visual,48,-46.33333333,1912,1912,March,3/29/12,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1184 May 8: met field ice and numerous bergs.
IOT,1,304,304,N,Ship,Lord Cromer (SS),Visual,45.28333333,-45.96666667,1912,1912,March,3/31/12,,Large,,,,,,8,,,,,,,,,,,,,,,,HB 1181 Apr 17
IOT,1,196.11,196.11,N,Ship,Unknown,Visual,45.66666667,-50,1912,1912,May,5/1/12,,Berg,15,,,,,,,,,,,,,,,,,,,,,NYMR: Numerous growlers
IOT,0,196.12,196.12,N,Ship,Unknown,Visual,45.66666667,-48,1912,1912,May,5/1/12,,Berg,,,,,,,,,,,,,,,,,,,,,,NYMR: Numerous growlers
IOT,1,196.21,196.21,N,Ship,Unknown,Visual,45.66666667,-50,1912,1912,May,5/1/12,,Growler,,x,,,,,,,,,,,,,,,,,,,,NYMR: Numerous growlers
IOT,0,196.22,196.22,N,Ship,Unknown,Visual,45.66666667,-48,1912,1912,May,5/1/12,,Growler,,,,,,,,,,,,,,,,,,,,,,NYMR: Numerous growlers
IOT,1,198,198,N,Ship,Parisian (SS),Visual,41.33333333,-48,1912,1912,May,5/1/12,,Berg,1,,,,,,,,,,,,,,,,,,,,,NYMR & HB 1185 May 8
IOT,1,199.01,199.01,N,Ship,Saturnia (SS),Visual,41,-46.78333333,1912,1912,May,5/1/12,,Berg,x,,,,,,,,,,,,,,,,,,,,,NYMR & HB 1185 May 8: Numerous bergs.
IOT,0,199.02,199.02,N,Ship,Saturnia (SS),Visual,41,-50.5,1912,1912,May,5/1/12,,Berg,,,,,,,,,,,,,,,,,,,,,,NYMR & HB 1185 May 8: Numerous bergs.
IOT,1,200.01,200.01,N,Ship,Cameronia (SS),Visual,42.16666667,-43.33333333,1912,1912,May,5/1/12,,Large,,,,,,x,,,,,,,,,,,,,,,,NYMR & HB 1185 May 8: Numerous large bergs.
IOT,0,200.02,200.02,N,Ship,Cameronia (SS),Visual,46.5,-49,1912,1912,May,5/1/12,,Large,,,,,,,,,,,,,,,,,,,,,,NYMR & HB 1185 May 8: Numerous large bergs.
IOT,1,505.11,505.11,N,Ship,Austriana (SS),Visual,48.5,-50.05,1912,1912,May,5/1/12,,Large,,,,,,16,,,,,,,,,,,,,,,,HB 1185 May 15: passed 16 large bergs & a large number of small bergs & pieces of ice. Distance run was 54 miles. NYMR
