data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,#bergs,#growlers,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments
IOT,1,146,146,N,Miscellaneous,Belle Isle Light,Visual,51.95,-55.35,1914,1914,January,1/3/14,,Berg,3,,,,,,,,,,,,,,,,,,,,,HB 1272 Jan 14 CSS;
IOT,1,147,147,N,Miscellaneous,Belle Isle Light,Visual,51.95,-55.35,1914,1914,January,1/8/14,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1272 Jan 14 CSS;
IOT,1,148,148,N,Miscellaneous,Belle Isle Light,Visual,51.95,-55.35,1914,1914,January,1/12/14,,Berg,2,,,,,,,,,,,,,,,,,,,,,HB 1273 Jan 21 CSS;
IOT,1,149,149,N,Miscellaneous,Belle Isle Light,Visual,51.95,-55.35,1914,1914,January,1/13/14,,Berg,2,,,,,,,,,,,,,,,,,,,,,HB 1273 Jan 21 CSS;
IOT,1,217,217,N,Ship,Oscar II (SS),Visual,46.25,-48.75,1914,1914,January,1/17/14,,Small,,,,1,,,,,,,30,E,8,E,,,,,,,,HB 1273 Jan 21: small berg ~100' long & 25' high
IOT,1,218,218,N,Ship,Montezuma (SS),Visual,46.18333333,-48.78333333,1914,1914,January,1/18/14,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1274 Jan 28
IOT,1,1257,1257,N,Ship,Alsatian (SS),Visual,46.18333333,-47.91666667,1914,1914,January,1/22/14,,Unidentified,,,,,,,,,1,,,,,,,,,,,,,HB 1274 Jan 28: saw ice
IOT,1,150,150,N,Miscellaneous,Belle Isle Light,Visual,51.95,-55.35,1914,1914,January,1/28/14,,Berg,4,,,,,,,,,,,,,,,,,,,,,HB 1275 Feb 4 CSS;
IOT,1,151,151,N,Miscellaneous,Belle Isle Light,Visual,51.95,-55.35,1914,1914,January,1/29/14,,Berg,4,,,,,,,,,,,,,,,,,,,,,HB 1275 Feb 4 CSS;
IOT,1,219,219,N,Ship,Czar (SS),Visual,48.16666667,-48.5,1914,1914,January,1/30/14,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1276 Feb 11: encountered a very heavy field & drift ice with numerous growlers. The field ice was in large belts trending to the N & S. Between the belts were large pices of driftc ice. We steamed ~30 miles to the southward along the field. NYMR: 48.12N 48.40' berg
IOT,1,152,152,N,Miscellaneous,Belle Isle Light,Visual,51.95,-55.35,1914,1914,January,1/31/14,,Berg,4,,,,,,,,,,,,,,,,,,,,,HB 1276 Feb 11 CSS;
IOT,1,8,8,N,Ship,Unknown,Visual,46.25,-48.9,1914,1914,February,2/1/14,,Small,,,,1,,,,,,,30,E,8,E,,,,,,,,NYMR: Relayed by SS Megantic reported Feb 4 issue
IOT,1,9.1,9.1,N,Ship,Digby (SS),Visual,46.83333333,-48,1914,1914,February,2/1/14,,Large,,,,,,1,,,,,,,,,,,,,,,,NYMR: Relayed by SS Megantic reported Feb 4 issue. HB 1279 Mar 4
IOT,1,9.2,9.2,N,Ship,Digby (SS),Visual,46.83333333,-48,1914,1914,February,2/1/14,,Small,,,,3,,,,,,,,,,,,,,,,,,NYMR: Relayed by SS Megantic reported Feb 4 issue. HB 1279 Mar 4
IOT,1,11,11,N,Ship,Unknown,Visual,47.61666667,-50.28333333,1914,1914,February,2/1/14,,Ice Island,,,,,,,,1,,,400,E,45,E,,,,,,,,"NYMR: Relayed by SS Megantic reported Feb 4 issue, numerous growlers."
IOT,1,233,233,N,Ship,Cestrian (SS),Visual,46.83333333,-48,1914,1914,February,2/1/14,,Small,,,,3,,,,,,,,,,,,,,,,,,HB 1279 Mar 4
IOT,1,220,220,N,Ship,Kristianiafjord (SS),Visual,48,-50,1914,1914,February,2/2/14,,Small,,,,x,,,,,,,,,,,,,,,,,,HB 1277 Feb 18: some small bergs in large masses of ice
IOT,1,221,221,N,Ship,Kristianiafjord (SS),Visual,47.75,-50.75,1914,1914,February,2/2/14,,Large,,,,,,1,,,,,122,E,30,E,,,,,,,,HB 1277 Feb 18: large berg ~400' long & 100' high
IOT,1,3,3,N,Ship,Conrad Mohr (SS),Visual,45.9,-46.46666667,1914,1914,February,2/3/14,,Small,,,,1,,,,,,,,,,,,,,,,,,NYMR & HB 1277 Feb 18
IOT,1,4,4,N,Ship,Teutonic (SS) ,Visual,46.76666667,-46.88333333,1914,1914,February,2/3/14,,Large,,,,,,1,,,,,,,,,,,,,,,,NYMR & HB 1279 Mar 4
IOT,1,5,5,N,Ship,Teutonic (SS) ,Visual,46.4,-47.55,1914,1914,February,2/3/14,,Large,,,,,,1,,,,,,,,,,,,,,,,NYMR & HB 1279 Mar 4
IOT,1,6.01,6.01,N,Ship,Teutonic (SS) ,Visual,46.76666667,-46.88333333,1914,1914,February,2/3/14,,Growler,,x,,,,,,,,,,,,,,,,,,,,NYMR & HB 1279 Mar 4: Field ice and numerous gowlers between the two positions.
IOT,0,6.02,6.02,N,Ship,Teutonic (SS) ,Visual,46.4,-47.55,1914,1914,February,2/3/14,,Growler,,,,,,,,,,,,,,,,,,,,,,NYMR & HB 1279 Mar 4: Field ice and numerous gowlers between the two positions.
IOT,1,222,222,N,Ship,Cayo Manzanillo (SS),Visual,46.06666667,-46.95,1914,1914,February,2/3/14,,Berg,1,,,,,,,,,,,,,,,,,,,,,"HB 1277 Feb 18: passed a berg bearing S 10 miles [position calculated], NYMR approximates position of 2 bergs"
IOT,1,223,223,N,Ship,Cayo Manzanillo (SS),Visual,46.38333333,-47.05,1914,1914,February,2/3/14,,Berg,1,,,,,,,,,,,,,,,,,,,,,"HB 1277 Feb 18: passed a berg bearing S 10 miles [position calculated], NYMR approximates position of 2 bergs"
IOT,1,13,13,N,Ship,Deutschland (SS),Visual,46.51666667,-46.48333333,1914,1914,February,2/5/14,,Berg,1,,,,,,,,,,,,,,,,,,,,,NYMR
IOT,1,238,238,N,Ship,Burgermeister (SS),Visual,45.96666667,-45.83333333,1914,1914,February,2/5/14,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1280 Mar 11
IOT,1,14,14,N,Ship,Sachem (SS),Visual,45.76666667,-46.38333333,1914,1914,February,2/6/14,,Small,,,,1,,,,,,,30,E,,,,,,,,,,NYMR: Several bergs. HB 1278 Feb 25: passed a berg ~100' long
IOT,1,15.01,15.01,N,Ship,Cornishman (SS),Visual,46.91666667,-46.83333333,1914,1914,February,2/6/14,,Berg,x,,,,,,,,,,,,,,,,,,,,,NYMR: Large fields of ice and several bergs.
IOT,0,15.02,15.02,N,Ship,Cornishman (SS),Visual,46.5,-47.4,1914,1914,February,2/6/14,,Berg,,,,,,,,,,,,,,,,,,,,,,NYMR: Large fields of ice and several bergs.
IOT,1,226,226,N,Ship,Megantic (SS),Visual,46.76666667,-46.88333333,1914,1914,February,2/6/14,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1279 Mar 4
IOT,1,16,16,N,Ship,Mongolian (SS),Visual,47.41666667,-48.83333333,1914,1914,February,2/7/14,,Large,,,,,,1,,,,,,,,,,,,,,,,NYMR & HB 1278 Feb 25
IOT,1,17,17,N,Ship,Caledonia (SS),Visual,46.76666667,-46.05,1914,1914,February,2/8/14,,Large,,,,,,1,,,,,,,,,,,,,,,,NYMR & HB 1278 Feb 25
IOT,1,18,18,N,Ship,Caledonia (SS),Visual,45.78333333,-46.88333333,1914,1914,February,2/8/14,,Growler,,1,,,,,,,,,,,,,,,,,,,,"NYMR & HB 1278 Feb 25: Large growler, lon. given as 45-53, probably 46-43."
IOT,1,19.1,19.1,N,Ship,Caledonia (SS),Visual,45.76666667,-46.88333333,1914,1914,February,2/8/14,,Large,,,,,,1,,,,,,,,,,,,,,,,NYMR & HB 1278 Feb 25: Large berg and numerous growlers; lat. given as 46-46 probably 45-46.
IOT,1,19.2,19.2,N,Ship,Caledonia (SS),Visual,45.76666667,-46.88333333,1914,1914,February,2/8/14,,Growler,,x,,,,,,,,,,,,,,,,,,,,NYMR & HB 1278 Feb 25: Large berg and numerous growlers; lat. given as 46-46 probably 45-46.
IOT,1,20,20,N,Ship,Shenandoah (SS),Visual,46.35,-45.78333333,1914,1914,February,2/8/14,,Berg,1,,,,,,,,,,,,,,,,,,,,,NYMR & HB 1278 Feb 25
IOT,1,21.1,21.1,N,Ship,Grampian (SS),Visual,45.63333333,-46.26666667,1914,1914,February,2/8/14,,Berg,1,,,,,,,,,,,,,,,,,,,,,NYMR & HB 1278 Feb 25. Another report in HB 1278 Feb 25 states Feb 12 in 46.10W
IOT,1,21.2,21.2,N,Ship,Grampian (SS),Visual,45.63333333,-46.26666667,1914,1914,February,2/8/14,,Growler,,1,,,,,,,,,,,,,,,,,,,,NYMR & HB 1278 Feb 25. Another report in HB 1278 Feb 25 states Feb 12 in 46.10W
IOT,1,22,13,Y,Ship,California (SS),Visual,46.51666667,-46.48333333,1914,1914,February,2/8/14,,Very large,,,,,,,1,,,,210,E,12,E,,,,,,,,NYMR: 700' long and 40' high. & HB 1278 Feb 25 [probable resight of #13]
IOT,1,232,232,N,Ship,California (SS),Visual,46.5,-46.96666667,1914,1914,February,2/8/14,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1278 Feb 25: Passed South of a berg
IOT,1,23,14,Y,Ship,Texas (SS),Visual,45.76666667,-46.38333333,1914,1914,February,2/9/14,,Large,,,,,,1,,,,,,,,,,,,,,,,NYMR & HB 1278 Feb 25 [probable resight of #14]
IOT,1,231,231,N,Ship,Texas (SS),Visual,46.75,-46.38333333,1914,1914,February,2/9/14,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1277 Feb 18 1914
IOT,1,24,24,N,Ship,Unknown,Visual,43.61666667,-45.98333333,1914,1914,February,2/10/14,,Growler,,x,,,,,,,,,,,,,,,,,,,,NYMR: Relayed by SS Pretorian: large growlers. HB 1278 Feb 25.
IOT,1,25,25,N,Ship,Pretorian (SS),Visual,46.41666667,-45.78333333,1914,1914,February,2/10/14,,Berg,1,,,,,,,,,,,,,,,,,,,,,"NYMR & HB 1278 Feb 25: Large growlers. HB 1279 Mar 4 suggests a berg, Feb 19?"
IOT,1,26,21,Y,Ship,Pretorian (SS),Visual,45.63333333,-46.26666667,1914,1914,February,2/10/14,,Berg,1,,,,,,,,,,,,,,,,,,,,,"NYMR & HB 1278 Feb 25: Large growlers. HB 1279 Mar 4 suggests a berg, Feb 19? [probable resight of #21]"
IOT,1,27,27,N,Ship,Columbia (SS),Visual,45.6,-44.1,1914,1914,February,2/10/14,,Small,,,,1,,,,,,,,,,,,,,,,,,NYMR & HB 1278 Feb 25
IOT,1,153,153,N,Miscellaneous,Belle Isle Light,Visual,51.95,-55.35,1914,1914,February,2/10/14,,Berg,5,,,,,,,,,,,,,,,,,,,,,HB 1277 Feb 18 CSS
IOT,1,28.01,28.01,N,Ship,Willesden (SS),Visual,48.91666667,-48.63333333,1914,1914,February,2/12/14,,Small,,,,x,,,,,,,,,,,,,,,,,,NYMR & HB 1279 Mar 4: Numerous small bergs in ice field.
IOT,0,28.02,28.02,N,Ship,Willesden (SS),Visual,47.5,-47.16666667,1914,1914,February,2/12/14,,Small,,,,,,,,,,,,,,,,,,,,,,NYMR & HB 1279 Mar 4: Numerous small bergs in ice field.
IOT,1,29,29,N,Ship,Willesden (SS),Visual,47.46666667,-47.16666667,1914,1914,February,2/13/14,,Medium,,,,,1,,,,,,76,E,30,E,,,,,,,,"NYMR & HB 1279 Mar 4: 250' long, 100' high."
IOT,1,30,30,N,Ship,Zijldyk (SS),Visual,45.73333333,-42.26666667,1914,1914,February,2/13/14,,Large,,,,,,1,,,,,,,,,,,,,,,,NYMR & HB 1279 Mar 4
IOT,1,31,31,N,Ship,Helios (SS),Visual,46,-41.33333333,1914,1914,February,2/14/14,,Small,,,,1,,,,,,,,,,,,,,,,,,NYMR & HB 1278 Feb 25
IOT,1,32,32,N,Ship,Nieuw Amsterdam (SS),Visual,42.16666667,-45.98333333,1914,1914,February,2/15/14,,Small,,,,1,,,,,,,,,,,,,,,,,,NYMR & HB 1279 Mar 4: surrounded by a small quantity of field ice
IOT,1,33,33,N,Miscellaneous,Belle Isle Light,Visual,51.95,-55.35,1914,1914,February,2/16/14,,Berg,4,,,,,,,,,,,,,,,,,,,,,NYMR: Belle Isle 4 bergs.
